,subject,session,task,run,space,directory,fullpath,edgefrac,hfc,gmp
81,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3515800230641094,0.1473684210526316,0.3792250618301731
82,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.36919392115000693,0.6526315789473685,0.40924956369982546
83,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.38920252044797093,0.6456140350877193,0.396928051738076
84,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.33975831983277327,0.02105263157894737,0.4749628160634606
85,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.37183376708475174,0.5964912280701755,0.31459854014598543
86,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.33218282122594733,0.44912280701754387,0.3870967741935484
87,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3457999061619217,0.1543859649122807,0.5123419626730885
88,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.2874578632637775,0.12631578947368421,0.6274509803921569
89,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.2972123960514022,0.1824561403508772,0.6003898635477583
90,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3554647231681972,0.02105263157894737,0.42094525671540295
91,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.34139150344052677,0.37894736842105264,0.3369713506139154
92,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.34575579314771715,0.46315789473684216,0.4384976525821596
