,subject,session,run,task,space,directory,fullpath,edgefrac,hfc
77,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.2939856987830491,0.568421052631579
78,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3040108648079413,0.1192982456140351
79,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.356764937035325,0.2385964912280702
80,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.42107757209415747,0.6385964912280703
81,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3292392234560462,0.44912280701754387
82,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3121355142175285,0.1543859649122807
83,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.392646990342522,0.6456140350877193
84,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.324262060178826,0.4771929824561404
85,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.292207272374921,0.12631578947368421
86,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3029366230448988,0.1824561403508772
87,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.27121443902050313,0.18947368421052632
